"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.entity_id","Input.short_text","Input.ambiguous_entity","Input.candidate_link","Answer.Q1","Answer.Q2","Answer.comment","Approve","Reject"
"23ZGYQ4J3NABDMMYDMFY6IT1WNUPCK","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2118D8J3VE7WZ30ZWJ73UCK8IP4YIX","AMAAE4PQGWD99","Submitted","Fri Oct 19 04:59:16 GMT 2012","Fri Oct 19 04:59:27 GMT 2012","Thu Oct 25 21:59:27 PDT 2012","","","","11","100% (14/14)","100% (14/14)","100% (11/11)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiplication","false","",""
"23ZGYQ4J3NABDMMYDMFY6IT1WNUPCK","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2S9PCGJ2D21OA7C9F7APXSI2STB5B8","A23S6QOSZH9TMT","Submitted","Fri Oct 19 03:23:40 GMT 2012","Fri Oct 19 03:23:59 GMT 2012","Thu Oct 25 20:23:59 PDT 2012","","","","19","100% (75/75)","100% (75/75)","0% (0/0)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiplication","false","",""
"23ZGYQ4J3NABDMMYDMFY6IT1WNUPCK","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2Z8SNTL0XULRNY0NHADMLX5FX3O1NH","ATQWZNGQCN1RA","Submitted","Fri Oct 19 04:37:16 GMT 2012","Fri Oct 19 04:37:21 GMT 2012","Thu Oct 25 21:37:21 PDT 2012","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiplication","false","",""
"2JVIPDOBDDP8WU3WSK485MB3T7OC13","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2HIEOZFYQS1CZ4T0D4ID04IC9AVLIN","A1VKHE5L6QVFUV","Submitted","Fri Oct 19 15:26:10 GMT 2012","Fri Oct 19 15:26:13 GMT 2012","Fri Oct 26 08:26:13 PDT 2012","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiculturalism","false","",""
"2JVIPDOBDDP8WU3WSK485MB3T7OC13","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2Y1Z6KW4ZMAZOSY3JMH0WNNVZD17GB","AMAAE4PQGWD99","Submitted","Fri Oct 19 04:27:07 GMT 2012","Fri Oct 19 04:27:25 GMT 2012","Thu Oct 25 21:27:25 PDT 2012","","","","18","100% (14/14)","100% (14/14)","100% (11/11)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiculturalism","false","",""
"2JVIPDOBDDP8WU3WSK485MB3T7OC13","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2Z0PJWKUDD8XTMA21GQ0J6UTW2TLAM","ATQWZNGQCN1RA","Submitted","Fri Oct 19 04:31:48 GMT 2012","Fri Oct 19 04:31:54 GMT 2012","Thu Oct 25 21:31:54 PDT 2012","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","243468422904688640_multi","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","multi","http://en.wikipedia.org/wiki/Multiculturalism","false","",""
"22ESBRI8IUB255GKHOJTTB3L3JQ4GI","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","23DB3L0FBJ9IVMQQHY5VM5RPZYPMY2","AMAAE4PQGWD99","Submitted","Fri Oct 19 05:03:07 GMT 2012","Fri Oct 19 05:03:23 GMT 2012","Thu Oct 25 22:03:23 PDT 2012","","","","16","100% (14/14)","100% (14/14)","100% (11/11)","243468422904688640_love","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","love","http://en.wikipedia.org/wiki/Love","true","",""
"22ESBRI8IUB255GKHOJTTB3L3JQ4GI","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2FPH0JPPSI2K5PWXQWY5SLM64E2OI7","ATQWZNGQCN1RA","Submitted","Fri Oct 19 04:06:02 GMT 2012","Fri Oct 19 04:06:10 GMT 2012","Thu Oct 25 21:06:10 PDT 2012","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","243468422904688640_love","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","love","http://en.wikipedia.org/wiki/Love","true","",""
"22ESBRI8IUB255GKHOJTTB3L3JQ4GI","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2LJI8IUB2YU9FUO4RS23T0FBR5M7JJ","A23S6QOSZH9TMT","Submitted","Fri Oct 19 05:28:53 GMT 2012","Fri Oct 19 05:29:03 GMT 2012","Thu Oct 25 22:29:03 PDT 2012","","","","10","100% (75/75)","100% (75/75)","0% (0/0)","243468422904688640_love","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","love","http://en.wikipedia.org/wiki/Love","true","",""
"25F7H57DZKPFLFLSBO4MA5L8LD2C2K","24OP3TVOK5UFQG8A5X5O7FYQS6E36R","Wikipedia link to word matching","You will be asked if a word in a short text snippets matches a given Wikipedia page","categorization, true/false, wikipedia, named entities, quick, fast","$0.03","Fri Oct 19 02:54:56 GMT 2012","3","BatchId:938666;","3600","604800","Fri Oct 26 02:54:56 GMT 2012","","","2OWBLYHVI44OZDRXSF4NMZSBJTLW2G","A2T5CROJ0FWIJY","Submitted","Sun Oct 21 16:05:46 GMT 2012","Sun Oct 21 16:05:56 GMT 2012","Sun Oct 28 09:05:56 PDT 2012","","","","10","100% (12/12)","100% (12/12)","0% (0/0)","243468422904688640_love","I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.","love","http://en.wikipedia.org/wiki/Romance_(love)","false","",""
